ticker,date,open,high,low,close,volume,dividend,split,adj_open,adj_high,adj_low,adj_close,adj_volume
MSFT,2022-12-20,239.4,242.91,238.42,241.8,25087892.0,0.0,1.0,236.02156491964,239.482031472973,235.055394770846,238.387695896278,25087892.0
MSFT,2022-12-19,244.86,245.21,238.71,240.45,38447514.0,0.0,1.0,241.404512891492,241.749573658918,235.341302263857,237.056747221919,38447514.0
MSFT,2022-12-16,248.55,249.84,243.51,244.69,86037449.0,0.0,1.0,245.042439268073,246.314234668016,240.073564217133,241.236911947313,86037449.0
MSFT,2022-12-15,253.72,254.2,247.34,249.01,35484686.0,0.0,1.0,250.139479746914,250.612705942241,243.849514900684,245.495947705262,35484686.0
MSFT,2022-12-13,261.69,263.915,253.07,256.92,42118671.0,0.0,1.0,257.997006365166,260.190606958091,249.498652607408,253.294321049098,42118671.0
MSFT,2022-12-12,247.445,252.54,247.17,252.51,30429282.0,0.0,1.0,243.953033130912,248.976132016733,243.681913956506,248.946555379525,30429282.0
MSFT,2022-12-09,244.695,248.31,244.16,245.42,20581405.0,0.0,1.0,241.241841386848,244.805826170409,240.714391356639,241.956610119374,20581405.0
MSFT,2022-12-08,244.84,248.74,243.06,247.4,22549363.0,0.0,1.0,241.384795133353,245.22975797039,239.629914659013,243.9086681751,22549363.0
MSFT,2022-12-07,244.83,246.16,242.205,244.37,20429325.0,0.0,1.0,241.374936254284,242.686167170504,238.786980498586,240.921427817095,20429325.0
MSFT,2022-12-06,250.82,251.86,243.78,245.12,22434611.0,0.0,1.0,247.280404816809,248.305728240019,240.339753952005,241.660843747294,22434611.0
MSFT,2022-12-05,252.01,253.819,248.06,250.2,22562370.0,0.0,1.0,248.453611426059,250.2370826497,244.559354193676,246.669154314511,22562370.0
MSFT,2022-12-02,249.82,256.06,249.69,255.02,21350766.0,0.0,1.0,246.294516909877,252.446457449136,246.166351481976,251.421134025926,21350766.0
MSFT,2022-12-01,253.87,256.12,250.9156,254.69,25956655.0,0.0,1.0,250.287362932954,252.505610723552,247.374655700712,251.095791016638,25956655.0
MSFT,2022-11-30,240.57,255.33,239.86,255.14,46295687.0,0.0,1.0,237.175053770751,251.726759277075,236.475073356829,251.539440574758,46295687.0
MSFT,2022-11-29,241.4,242.79,238.21,240.33,17489657.0,0.0,1.0,237.993340733505,239.363724924141,234.848358310391,236.938440673088,17489657.0
MSFT,2022-11-28,246.08,246.65,240.8,241.76,23753615.0,0.0,1.0,242.607296137949,243.169252244901,237.401807989346,238.348260380001,23753615.0
MSFT,2022-11-25,247.31,248.7,246.73,247.49,9198488.0,0.0,1.0,243.819938263476,245.190322454113,243.248123277456,243.997398086724,9198488.0
MSFT,2022-11-23,245.105,248.28,244.27,247.58,19508462.0,0.0,1.0,241.64605542869,244.776249533201,240.822839026402,244.086127998348,19508462.0
MSFT,2022-11-22,243.59,245.31,240.71,245.03,19553398.0,0.0,1.0,240.152435249687,241.848162449611,237.313078077722,241.57211383567,19553398.0
MSFT,2022-11-21,241.43,244.67,241.19,242.05,26350485.0,0.0,1.0,238.022917370713,241.217194189175,237.786304273049,238.634167873011,26350485.0
MSFT,2022-11-18,243.51,243.74,239.03,241.22,27518670.0,0.0,1.0,240.073564217133,240.300318435727,235.656786394075,237.815880910257,27518670.0
MSFT,2022-11-17,237.78,243.25,237.63,241.68,23110759.0,0.0,1.0,234.42442651041,239.81723336133,234.27654332437,238.269389347446,23110759.0
MSFT,2022-11-16,242.79,243.8,240.42,241.73,23776518.0,0.68,1.0,239.363724924141,240.359471710143,237.027170584711,238.318683742793,23776518.0
MSFT,2022-11-15,245.66,247.0,240.03,241.97,30946690.0,0.0,1.0,241.51383131164,242.831215232333,235.978852600069,237.886109918088,30946690.0
MSFT,2022-11-14,241.985,243.91,239.21,241.55,31038954.0,0.0,1.0,237.900856753021,239.793367236107,235.17269229039,237.47319853996,31038954.0
MSFT,2022-11-11,242.99,247.99,241.93,247.11,34105197.0,0.0,1.0,238.888894693541,243.80450633792,237.846785024933,242.93935868851,34105197.0
MSFT,2022-11-10,235.43,243.33,235.0,242.98,45666487.0,0.0,1.0,231.45648988724,239.223156285359,231.033747285823,238.879063470252,45666487.0
MSFT,2022-11-09,227.37,228.6327,224.33,224.51,26689017.0,0.0,1.0,223.5325239165,224.773912481172,220.543832036718,220.720794055915,26689017.0
MSFT,2022-11-08,228.7,231.65,225.84,228.87,28158263.0,0.0,1.0,224.840076613905,227.740287484089,222.02834675332,225.007207409814,28158263.0
MSFT,2022-11-07,221.99,228.41,221.28,227.87,32856830.0,0.0,1.0,218.243325787148,224.554971138531,217.545308933646,224.024085080938,32856830.0
MSFT,2022-11-04,217.55,221.59,213.431,221.39,36730160.0,0.0,1.0,213.87826264694,217.850076855598,209.8287817743,217.653452389823,36730160.0
MSFT,2022-11-03,220.09,220.41,213.98,214.25,36387854.0,0.0,1.0,216.375393362284,216.689992507524,210.368515932853,210.633958961649,36387854.0
MSFT,2022-11-02,229.46,231.3,220.04,220.1,38267590.0,0.0,1.0,225.587249583851,227.396194668982,216.32623724584,216.385224585573,38267590.0
MSFT,2022-11-01,234.6,235.74,227.325,228.17,30104180.0,0.0,1.0,230.640498354273,231.761257809191,223.488283411701,224.319021779601,30104180.0
MSFT,2022-10-31,233.76,234.92,231.15,232.13,28276822.0,0.0,1.0,229.814675598017,230.955097499513,227.248726319651,228.212186201949,28276822.0
MSFT,2022-10-28,226.24,236.6,226.05,235.87,40556738.0,0.0,1.0,222.421595684871,232.606743012024,222.234802442384,231.889063711945,40556738.0
MSFT,2022-10-26,231.17,238.3,230.06,231.32,82352701.0,0.0,1.0,227.268388766229,234.278050971113,226.177122981176,227.41585711556,82352701.0
MSFT,2022-10-25,247.26,251.04,245.83,250.66,30866224.0,0.0,1.0,243.086827037841,246.803029440992,241.680962107548,246.429442956019,30866224.0
MSFT,2022-10-24,243.76,247.84,241.295,247.25,24724662.0,0.0,1.0,239.645898886775,243.657037988589,237.222502346096,243.076995814552,24724662.0
MSFT,2022-10-21,234.74,243.0,234.5,242.12,26142857.0,0.0,1.0,230.778135480315,238.89872591683,230.542186121385,238.033578267419,26142857.0
MSFT,2022-10-20,235.77,241.31,234.87,236.15,21731575.0,0.0,1.0,231.790751479057,237.23724918103,230.905941383069,232.16433796403,21731575.0
MSFT,2022-10-19,237.04,239.61,234.29,236.48,19900145.0,0.0,1.0,233.03931683673,235.565941221941,230.335730432321,232.488768332559,19900145.0
MSFT,2022-10-18,243.24,243.93,235.37,238.5,26202974.0,0.0,1.0,239.13467527576,239.813029682684,231.397502547507,234.474675436888,26202974.0
MSFT,2022-10-17,235.82,238.96,235.135,237.53,28081082.0,0.0,1.0,231.839907595501,234.926911708171,231.166468800221,233.521046777879,28081082.0
MSFT,2022-10-14,235.54,237.24,228.34,228.56,30173436.0,0.0,1.0,231.564633343416,233.235941302505,224.48615257551,224.702439487863,30173436.0
MSFT,2022-10-13,219.85,236.1,219.13,234.24,42495734.0,0.0,1.0,216.139444003354,232.115181847586,215.431595926563,230.286574315877,42495734.0
MSFT,2022-10-12,225.4,227.86,223.96,225.75,21835497.0,0.0,1.0,221.595772928615,224.01425385765,220.180076775034,221.939865743721,21835497.0
MSFT,2022-10-11,227.62,229.06,224.11,225.41,30375309.0,0.0,1.0,223.778304498719,225.194000652301,220.327545124365,221.605604151904,30375309.0
MSFT,2022-10-10,233.05,234.559,226.73,229.25,29449772.0,0.0,1.0,229.116658744515,230.600190338789,222.90332562602,225.380793894787,29449772.0
MSFT,2022-10-07,240.902,241.32,233.17,234.24,37676585.0,0.0,1.0,236.836135270848,237.247080404318,229.23463342398,230.286574315877,37676585.0
MSFT,2022-10-06,247.93,250.34,246.08,246.79,20126181.0,0.0,1.0,243.745518998188,246.114843810778,241.926742689767,242.624759543269,20126181.0
MSFT,2022-10-05,245.99,250.58,244.1,249.2,20282901.0,0.0,1.0,241.838261680169,246.350793169709,239.980160478593,244.99408435586,20282901.0
MSFT,2022-10-04,245.09,250.36,244.975,248.88,34817870.0,0.0,1.0,240.95345158418,246.134506257356,240.84039251636,244.67948521062,34817870.0
MSFT,2022-10-03,235.41,241.61,234.66,240.74,28565753.0,0.0,1.0,231.436827440662,237.532185879692,230.699485694005,236.67686945357,28565753.0
MSFT,2022-09-30,238.29,240.54,232.73,232.9,35543426.0,0.0,1.0,234.268219747825,236.480244987795,228.802059599275,228.969190395184,35543426.0
MSFT,2022-09-29,238.89,239.95,234.41,237.5,27348957.0,0.0,1.0,234.85809314515,235.900202813758,230.453705111786,233.491553108013,27348957.0
MSFT,2022-09-28,236.81,242.33,234.73,241.07,28981492.0,0.0,1.0,232.813198701088,238.240033956483,230.768304257027,237.001299822099,28981492.0
MSFT,2022-09-27,239.98,241.8,234.5,236.41,26852372.0,0.0,1.0,235.929696483625,237.718979122179,230.542186121385,232.419949769538,26852372.0
MSFT,2022-09-26,237.045,241.45,236.9,237.45,27297095.0,0.0,1.0,233.044232448374,237.374886307072,232.901679710687,233.442396991569,27297095.0
MSFT,2022-09-23,239.54,241.13,235.2,237.92,34142280.0,0.0,1.0,235.497122658919,237.060287161832,231.230371751598,233.90446448614,34142280.0
MSFT,2022-09-22,237.8704,243.86,237.57,240.98,30927092.0,0.0,1.0,233.855701618628,239.744211119663,233.560371671034,236.912818812501,30927092.0
MSFT,2022-09-21,244.27,247.66,238.9,238.95,28199576.0,0.0,1.0,240.147291274502,243.480075969391,234.867924368439,234.917080484883,28199576.0
MSFT,2022-09-20,242.065,243.51,239.64,242.45,26557941.0,0.0,1.0,237.979506539331,239.400118304556,235.595434891807,238.358008635948,26557941.0
MSFT,2022-09-19,242.465,245.14,240.85,244.52,26675578.0,0.0,1.0,238.372755470881,241.002607700624,236.785012909747,240.393071856721,26675578.0
MSFT,2022-09-16,244.26,245.3,242.0627,244.74,39625609.0,0.0,1.0,240.137460051213,241.159907273244,237.977245357974,240.609358769074,39625609.0
MSFT,2022-09-15,249.77,251.4,244.02,245.38,31361588.0,0.0,1.0,245.554464083319,247.156953479387,239.901510692283,241.238557059554,31361588.0
MSFT,2022-09-14,253.53,254.23,249.86,252.22,23756848.0,0.0,1.0,249.251004039892,249.939189670105,245.642945092918,247.963113789065,23756848.0
MSFT,2022-09-13,258.84,260.4,251.59,251.99,33092997.0,0.0,1.0,254.471383606223,256.005054439269,247.343746721873,247.736995653424,33092997.0
MSFT,2022-09-12,265.78,267.45,265.16,266.65,18713912.0,0.0,1.0,261.294252568621,262.936066857844,260.684716724718,262.149568994743,18713912.0
MSFT,2022-09-09,260.5,265.23,260.29,264.46,22052873.0,0.0,1.0,256.103366672157,260.75353528774,255.896910983093,259.996531094505,22052873.0
